N_tume,I_meses,Esp,Parc_m2,N_arv,DAP_cm,H_m,Cod,Cod2
44,65,E_tereticornis,960,91,11.26816997,15.3,,
44,65,E_tereticornis,960,92,7.225634416,10.1,2,
44,65,E_tereticornis,960,93,11.26816997,17.9,2,
44,65,E_tereticornis,960,94,6.334366735,10.7,,
44,65,E_tereticornis,960,95,11.04535305,15.1,2,
44,65,E_tereticornis,960,96,5.092958179,8.3,,
44,65,E_tereticornis,960,97,5.76140894,8,21,
44,65,E_tereticornis,960,98,11.90478974,13,21,
44,65,E_tereticornis,960,99,12.25493062,14.7,21,
44,65,E_tereticornis,960,100,12.89155039,18.3,,
44,65,E_tereticornis,960,101,10.69521218,13.5,2,
44,65,E_tereticornis,960,102,9.67662054,13.8,21,
44,65,E_tereticornis,960,103,11.07718404,15.2,,
44,65,E_tereticornis,960,104,10.37690229,15.9,,
44,65,E_tereticornis,960,105,9.358310654,13.4,,
44,65,E_tereticornis,960,106,11.14084602,14.1,,
44,65,E_tereticornis,960,107,12.06394469,15.6,21,
44,65,E_tereticornis,960,108,10.02676141,13.2,21,
44,65,E_tereticornis,960,109,12.50957853,17.8,,
44,65,E_tereticornis,960,110,11.17267701,13.4,,
44,65,E_tereticornis,960,111,7.703099246,14,,
44,65,E_tereticornis,960,112,11.65014183,14.8,,
44,65,E_tereticornis,960,113,9.963099438,13,,
44,65,E_tereticornis,960,114,9.167324722,12.6,,
44,65,E_tereticornis,960,115,9.45380362,14.3,,
44,65,E_tereticornis,960,116,8.880845825,12.2,,
44,65,E_tereticornis,960,117,3.978873577,6.7,,
44,65,E_tereticornis,960,118,7.957747155,15.8,,
44,65,E_tereticornis,960,119,14.57859279,15.5,21,
44,65,E_tereticornis,960,120,10.21774735,13.8,,
44,65,E_tereticornis,960,121,4.010704566,7.5,,
44,65,E_tereticornis,960,122,13.68732511,,20,
44,65,E_tereticornis,960,123,12.41408556,,4,
44,65,E_tereticornis,960,124,12.25493062,14.5,,
44,65,E_tereticornis,960,125,11.93662073,17,21,
44,65,E_tereticornis,960,126,15.43802948,18.8,6,
44,65,E_tereticornis,960,127,6.334366735,9.6,,
44,65,E_tereticornis,960,128,3.023943919,4.6,7,
44,65,E_tereticornis,960,129,11.26816997,15.2,,
44,65,E_tereticornis,960,130,6.970986507,9.5,,
44,65,E_tereticornis,960,131,10.82253613,15.5,,
44,65,E_tereticornis,960,132,13.49633917,17.4,,
44,65,E_tereticornis,960,133,7.321127382,9.5,,
44,65,E_tereticornis,960,134,12.54140952,14.7,,
44,65,E_tereticornis,960,135,6.939155519,10.4,,
44,65,E_tereticornis,960,136,7.894085177,10.6,,
44,65,E_tereticornis,960,137,,,5,
44,65,E_tereticornis,960,138,14.00563499,16.5,,
44,65,E_tereticornis,960,139,9.071831756,12.4,,
44,65,E_tereticornis,960,140,15.05605762,18.4,6,21
44,65,E_tereticornis,960,141,8.276057041,12.8,,
44,65,E_tereticornis,960,142,14.99239564,18,6,
44,65,E_tereticornis,960,143,10.72704316,14,,
44,65,E_tereticornis,960,144,13.71915609,17.1,,
44,65,E_tereticornis,960,145,10.47239526,16,,
44,65,E_tereticornis,960,146,7.225634416,10.3,,
44,65,E_tereticornis,960,147,7.289296394,11.4,,
44,65,E_tereticornis,960,148,9.89943746,13.9,,
44,65,E_tereticornis,960,149,11.65014183,16.1,,
44,65,E_tereticornis,960,150,3.819718634,3.4,,
44,65,E_tereticornis,960,151,8.75352187,12.8,,
44,65,E_tereticornis,960,152,11.07718404,14.2,,
44,65,E_tereticornis,960,153,9.803944494,12,,
44,65,E_tereticornis,960,154,7.894085177,13.2,,
44,65,E_tereticornis,960,155,7.575775291,12.2,,
44,65,E_tereticornis,960,156,10.72704316,13.3,,
44,65,E_tereticornis,960,157,4.83831027,8.5,,
44,65,E_tereticornis,960,158,10.09042339,15,,
44,65,E_tereticornis,960,159,5.825070917,8.3,,
44,65,E_tereticornis,960,160,8.912676813,10.1,,
